cusip,assets_nis_1000s,assets_usd,assets_usd_mn
1117142.0,9341.0,2596886.29,2.6
1117159.0,12480.0,3469557.96,3.47
1117175.0,5420.0,1506811.23,1.51
1117183.0,4101.0,1140116.76,1.14
1117191.0,3020.0,839588.55,0.84
1117209.0,3908.0,1086460.94,1.09
1117241.0,707488.0,196688351.4,196.69
1117258.0,7182.0,1996663.89,2.0
1117266.0,2125516.0,590913539.06,590.91
1117274.0,27369.0,7608840.7,7.61
1117282.0,139794.0,38864053.38,38.86
1117290.0,942207.0,261942452.04,261.94
1117308.0,272644.0,75797609.12,75.8
1117316.0,67686.0,18817347.79,18.82
1117324.0,2027905.0,563776758.41,563.78
1117589.0,18125.0,5038921.32,5.04
1117639.0,1235684.0,343531832.08,343.53
1117647.0,447328.0,124361412.29,124.36
1117654.0,58234.0,16189602.45,16.19
1117662.0,814.0,226299.69,0.23
1117670.0,85912.0,23884348.07,23.88
1118231.0,297641.0,82747011.4,82.75
1118249.0,3203.0,890464.28,0.89
1118256.0,3078.0,855713.09,0.86
1118264.0,39547.0,10994439.81,10.99
1119296.0,94136.0,26170697.8,26.17
1119742.0,3005.0,835418.4,0.84
1120708.0,16941.0,4709758.13,4.71
1121425.0,2863.0,795941.06,0.8
1121433.0,11818.0,3285515.71,3.29
1121441.0,606516.0,168617180.98,168.62
1121458.0,43032.0,11963302.75,11.96
1122464.0,5078.0,1411732.0,1.41
1122480.0,44972.0,12502641.09,12.5
1123215.0,30631.0,8515707.53,8.52
1123504.0,47988.0,13341117.6,13.34
1123512.0,6549.0,1820683.9,1.82
1123520.0,21271.0,5913539.06,5.91
1123538.0,5965.0,1658326.38,1.66
1124197.0,58968.0,16393661.38,16.39
1124205.0,8899.0,2474006.12,2.47
1124213.0,782.0,217403.39,0.22
1124221.0,1124.0,312482.62,0.31
1124239.0,19391.0,5390881.29,5.39
1124585.0,344.0,95635.25,0.1
1124593.0,52161.0,14501251.04,14.5
1126671.0,11907.0,3310258.55,3.31
1126697.0,2392.0,664998.61,0.66
1126705.0,173740.0,48301362.25,48.3
1127810.0,525.0,145954.96,0.15
1127828.0,112888.0,31383931.05,31.38
1127836.0,196137.0,54527939.95,54.53
1127844.0,5984.0,1663608.56,1.66
1128537.0,214813.0,59720044.48,59.72
1128545.0,334362.0,92955796.5,92.96
1128743.0,104.0,28912.98,0.03
1128909.0,198993.0,55321934.95,55.32
1134121.0,53924.0,14991381.71,14.99
1128917.0,262737.0,73043369.47,73.04
1128925.0,18510.0,5145954.96,5.15
1128933.0,92256.0,25648040.03,25.65
1129071.0,95870.0,26652766.19,26.65
1129774.0,11071.0,3077842.65,3.08
1129782.0,28316.0,7872115.65,7.87
1129790.0,87942.0,24448707.26,24.45
1129808.0,21545.0,5989713.65,5.99
1129816.0,28257.0,7855713.09,7.86
1129824.0,64351.0,17890186.27,17.89
1129832.0,94148.0,26174033.92,26.17
1129840.0,69532.0,19330553.24,19.33
1129857.0,75019.0,20855991.1,20.86
1130186.0,44796.0,12453711.43,12.45
1130194.0,314098.0,87322212.96,87.32
1130202.0,237932.0,66147345.01,66.15
1130210.0,43057.0,11970252.99,11.97
1130228.0,91781.0,25515985.54,25.52
1130236.0,63787.0,17733388.94,17.73
1130327.0,77043.0,21418682.24,21.42
1130715.0,33025.0,9181262.16,9.18
1130723.0,79900.0,22212955.24,22.21
1130731.0,235804.0,65555740.9,65.56
1130749.0,4030.0,1120378.09,1.12
1130756.0,25606.0,7118710.04,7.12
1130764.0,2362.0,656658.33,0.66
